--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
019 RATTATA    : Def. Férrea at level 1, Colm. Hielo at level 1, Doble Golpe at level 4, Anillo Ígneo at level 7, Picotazo Ven at level 10, Tiro Vital at level 13, Puño Drenaje at level 16, Bola Neblina at level 19, Rayo Solar at level 22, Hip.Colmillo at level 25, Aguante at level 28, Hidrochorro at level 31, Restricción at level 34
020 RATICATE   : Chispazo at level 1, Ácido at level 1, Cambia Almas at level 1, Hoja Aguda at level 1, Psíquico at level 1, Buceo at level 4, Deseo at level 7, Huesomerang at level 10, Escupir at level 13, Reciclaje at level 16, Supersónico at level 19, Picadura at level 20, Rayo at level 24, Patada Ígnea at level 29, Hidrochorro at level 34, Aullido at level 39, Danza Espada at level 44
021 SPEAROW    : Agua Lodosa at level 1, Buceo at level 1, Tenaza at level 5, Patada Giro at level 9, Picotazo Ven at level 13, Trampa Rocas at level 17, Martillazo at level 21, Castigo at level 25, Vel. Extrema at level 29, Puño Sombra at level 33, Truco Fuerza at level 37
022 FEAROW     : Arraigo at level 1, Vel. Extrema at level 1, Atadura at level 1, Mazazo at level 1, Trueno at level 1, Bostezo at level 5, Presente at level 9, Golpe Aéreo at level 13, Salpicadura at level 17, Golpe Cabeza at level 23, Camuflaje at level 29, Velo Sagrado at level 35, Psicoataque at level 41, Látigo Cepa at level 47
023 EKANS      : Cometa Draco at level 1, Golpe Cabeza at level 1, Giro Bola at level 4, Acupresión at level 9, Onda Trueno at level 12, Espabila at level 17, Pulimento at level 20, Canto Mortal at level 25, Chirrido at level 25, Ascuas at level 25, Hoja Aguda at level 28, Acua Cola at level 33, Doblebofetón at level 36, Al Ataque at level 41
024 ARBOK      : Amortiguador at level 1, Don Natural at level 1, Puño Trueno at level 1, Placaje Eléc at level 1, Tijera X at level 1, Humareda at level 1, Joya de Luz at level 1, Corpulencia at level 4, Rizo Defensa at level 9, Huesomerang at level 12, Pantalla Luz at level 17, Auxilio at level 20, Protección at level 22, Tiro Vital at level 28, Retroceso at level 28, Esquema at level 28, Avalancha at level 34, Pulso Umbrío at level 42, Estrujón at level 48, Ayuda at level 56
025 PIKACHU    : Rayo Carga at level 1, Garra Umbría at level 1, Resplandor at level 5, Presente at level 10, Patada Baja at level 13, Reciclaje at level 18, Pulpocañón at level 21, Persecución at level 26, Tumba Rocas at level 29, Hueso Palo at level 34, Presa at level 37, Zumbido at level 42, Impresionar at level 45
026 RAICHU     : Cola Veneno at level 1, Garra Metal at level 1, Derribo at level 1, Huesomerang at level 1
027 SANDSHREW  : Imagen at level 1, Triataque at level 3, Contador at level 7, Lanza Mugre at level 9, Pulimento at level 13, Triplepatada at level 15, Campana Cura at level 19, Pico Taladro at level 21, Onda Voltio at level 25, Confusión at level 27, Danza Espada at level 31, Cola Férrea at level 33, Psíquico at level 37
028 SANDSLASH  : Protección at level 1, Campana Cura at level 1, Patada Salto at level 1, Chapoteolodo at level 3, Canto Mortal at level 7, Llamarada at level 9, Golpe Bajo at level 13, Hoja Afilada at level 15, Distorsión at level 19, Cuchillada at level 21, Detección at level 22, Ascuas at level 28, Bostezo at level 33, Resplandor at level 40, Golpes Furia at level 45, Malicioso at level 52
029 NIDORAN♀   : Rapidez at level 1, Puño Fuego at level 1, Impactrueno at level 7, Levitón at level 9, Látigo at level 13, Doble Golpe at level 19, Demolición at level 21, Paranormal at level 25, Otra Vez at level 31, Bomba Lodo at level 33, Niebla at level 37, Cola Veneno at level 43, Premonición at level 45
030 NIDORINA   : Rayo at level 1, Onda Ígnea at level 1, Rayo Solar at level 7, Cola Veneno at level 9, Giro Bola at level 13, Testarazo at level 20, Patada Ígnea at level 23, Buceo at level 28, Tiro Vital at level 35, Viento Hielo at level 38, Guillotina at level 43, Más Psique at level 50, Presente at level 58
031 NIDOQUEEN  : Megapuño at level 1, Megapatada at level 1, Martillazo at level 1, Golpe Umbrío at level 1, Cosquillas at level 23, Camelo at level 43, Psico-corte at level 58
032 NIDORAN♂   : Puño Hielo at level 1, Triataque at level 1, Giro Fuego at level 7, Hidrobomba at level 9, Hoja Afilada at level 13, Doblebofetón at level 19, Relevo at level 21, Encanto at level 25, Tajo Aéreo at level 31, Furia Dragón at level 33, Desquite at level 37, Robo at level 43, Ida y Vuelta at level 45
033 NIDORINO   : Recuperación at level 1, Anillo Ígneo at level 1, Drenadoras at level 7, Zumbido at level 9, Tierra Viva at level 13, Finta at level 20, Pat. S. Alta at level 23, Estímulo at level 28, Onda Certera at level 35, Camuflaje at level 38, Cabezahierro at level 43, Desarrollo at level 50, Divide Dolor at level 58
034 NIDOKING   : Carga at level 1, Cambia Almas at level 1, Bomba Imán at level 1, Desquite at level 1, Rayo Hielo at level 23, Pulpocañón at level 43, Deseo at level 58
035 CLEFAIRY   : Salpicar at level 1, Humareda at level 1, Rapidez at level 4, Niebla at level 7, Fuego Fatuo at level 10, Agua Lodosa at level 13, Atadura at level 16, Fortaleza at level 19, Meteorobola at level 22, Psicoataque at level 25, Mofa at level 28, Rayo Burbuja at level 31, Triplepatada at level 34, Colmillo Ven at level 37, Megaagotar at level 40, Luz Lunar at level 43, Reciclaje at level 46
036 CLEFABLE   : Silbato at level 1, Ayuda at level 1, Garra Umbría at level 1, Patada Salto at level 1
037 VULPIX     : Puño Meteoro at level 1, Vien. Aciago at level 4, Pesadilla at level 7, Picotazo Ven at level 11, Trapicheo at level 14, Corte Vacío at level 17, Mazazo at level 21, Electrocañón at level 24, Golpe Cabeza at level 27, Doble Patada at level 31, Descanso at level 34, Tierra Viva at level 37, Come Sueños at level 41, Puño Sombra at level 44, Doble Rayo at level 47
038 NINETALES  : Brecha Negra at level 1, Mazazo at level 1, Fuegosagrado at level 1, Acua Aro at level 1, Disp. Lodo at level 1
039 JIGGLYPUFF : Patada Ígnea at level 1, Presa at level 5, Psicoataque at level 9, Día de Pago at level 13, V. Cortante at level 17, Tenaza at level 21, Recurrente at level 25, Cabezazo Zen at level 29, Picoteo at level 33, Seducción at level 37, Señuelo at level 41, Paranormal at level 45, Palmeo at level 49
040 WIGGLYTUFF : Supersónico at level 1, Zumbido at level 1, Golpe Umbrío at level 1, Megapatada at level 1
041 ZUBAT      : Chispa at level 1, Envite Ígneo at level 5, Puño Hielo at level 9, Arraigo at level 13, Patada Baja at level 17, Megapatada at level 21, Garra Metal at level 25, Ida y Vuelta at level 29, Ultrapuño at level 33, Garra Brutal at level 37, Escupir at level 41
042 GOLBAT     : Yo Primero at level 1, Intercambio at level 1, Deslumbrar at level 1, Fogonazo at level 1, Reducción at level 5, Anillo Ígneo at level 9, Ataque Arena at level 13, Giro Fuego at level 17, Palmeo at level 21, Embargo at level 27, Retroceso at level 33, Tijera X at level 39, Gran Ojo at level 45, Ácido at level 51
043 ODDISH     : Hoja Afilada at level 1, Protección at level 5, Ataque Óseo at level 9, Huesomerang at level 13, Restricción at level 15, Anulación at level 17, Espacio Raro at level 21, Cornada at level 25, Megapatada at level 29, Enfado at level 33, Tumba Rocas at level 37, Bola Hielo at level 41
044 GLOOM      : Pulso Umbrío at level 1, Giga Impacto at level 1, Hoja Aguda at level 1, Esfera Aural at level 5, Salmuera at level 9, Tajo Umbrío at level 13, Desquite at level 15, Megapuño at level 17, Testarazo at level 23, Giro Bola at level 29, Al Ataque at level 35, Fogonazo at level 41, Pulimento at level 47, Cola Veneno at level 53
045 VILEPLUME  : Gancho Alto at level 1, Rayo Hielo at level 1, Onda Vacío at level 1, Sentencia at level 1, Carámbano at level 53, Tóxico at level 65
046 PARAS      : Cornada at level 1, Púas at level 6, Terremoto at level 6, Deseo at level 11, Batido at level 17, Al Ataque at level 22, Drenadoras at level 27, Cambia Fue. at level 33, Guillotina at level 38, Chispa at level 43
047 PARASECT   : Giro Bola at level 1, Doble Filo at level 1, Recuperación at level 1, Megapatada at level 1, Bola Sombra at level 1, Tajo Cruzado at level 6, Refuerzo at level 6, Clavo Cañón at level 11, Repr. Metal at level 17, Aromaterapia at level 22, Sorpresa at level 30, Ciclón at level 39, Placaje Eléc at level 47, Deslumbrar at level 55
048 VENONAT    : Ráfaga at level 1, Hierba Lazo at level 1, Tajo Aéreo at level 1, Mordisco at level 5, Golpe Cuerpo at level 11, Espacio Raro at level 13, Cambia Fue. at level 17, Sofoco at level 23, Gravedad at level 25, Truco at level 29, Energibola at level 35, Ascuas at level 37, Fisura at level 41, Cosquillas at level 47
049 VENOMOTH   : Psico-cambio at level 1, Sol Matinal at level 1, Hip.Colmillo at level 1, Última Baza at level 1, Hidropulso at level 1, Cornada at level 5, Come Sueños at level 11, Avalancha at level 13, Esquema at level 17, Furia Dragón at level 23, Cambia Def. at level 25, Al Ataque at level 29, Residuos at level 31, Gran Ojo at level 37, Patada Baja at level 41, Veneno X at level 47, Espacio Raro at level 55, Recuperación at level 59
050 DIGLETT    : Confusión at level 1, Patada Ígnea at level 1, Viento Plata at level 4, Otra Vez at level 7, Paralizador at level 12, Def. Férrea at level 15, Truco Fuerza at level 18, Mov. Espejo at level 23, Llamarada at level 26, Latigazo at level 29, Impactrueno at level 34, Telaraña at level 37, Conversión2 at level 40
051 DUGTRIO    : Hierba Lazo at level 1, Vel. Extrema at level 1, Cabezahierro at level 1, Azote at level 1, Garra Metal at level 1, Presente at level 4, Imitación at level 7, Chispa at level 12, Energibola at level 15, Zumbido at level 18, Antojo at level 23, Brazo Pincho at level 26, Absorber at level 28, Vozarrón at level 33, Golpe Aéreo at level 40, Camelo at level 45, Agarre at level 50
052 MEOWTH     : Carga Dragón at level 1, Buena Baza at level 1, Barrera at level 6, Ventisca at level 9, Fuerza Bruta at level 14, Ciclón at level 17, Danza Lunar at level 22, A Defender at level 25, Disp. Espejo at level 30, Síntesis at level 33, Aullido at level 38, Lanza Mugre at level 41, Agarre at level 46, Detección at level 49, Rayo at level 54
053 PERSIAN    : Tormento at level 1, Niebla at level 1, Psico-cambio at level 1, Disp. Espejo at level 1, Garra Brutal at level 1, Vien. Aciago at level 6, Paralizador at level 9, Espora at level 14, Látigo Cepa at level 17, Sonámbulo at level 22, Buceo at level 25, Amortiguador at level 32, Masa Cósmica at level 37, Danza Caos at level 44, Electrocañón at level 49, Salpicadura at level 56, Tierra Viva at level 61, Agilidad at level 68
054 PSYDUCK    : Detección at level 1, Fuegosagrado at level 1, Garra Dragón at level 5, Vozarrón at level 9, Picoteo at level 14, Portazo at level 18, Torm. Arena at level 22, Cornada at level 27, Excavar at level 31, Amortiguador at level 35, Sumisión at level 40, Trapicheo at level 44, Onda Vacío at level 48
055 GOLDUCK    : Adaptación at level 1, Puño Fuego at level 1, Seducción at level 1, Truco Fuerza at level 1, Ida y Vuelta at level 1, Machada at level 5, Bote at level 9, Buceo at level 14, Garra Metal at level 18, Danza Dragón at level 22, Imagen at level 27, Pulpocañón at level 31, Meditación at level 37, Presente at level 44, Pico Taladro at level 50, Falsotortazo at level 56
056 MANKEY     : Def. Férrea at level 1, Deseo at level 1, Doble Patada at level 1, Gravedad at level 1, Puño Hielo at level 1, Finta at level 9, Tijera X at level 13, Día Soleado at level 17, Placaje at level 21, Golpe Cuerpo at level 25, Psíquico at level 33, Come Sueños at level 37, Garra Brutal at level 41, Zumbido at level 45, Onda Certera at level 49
057 PRIMEAPE   : Brecha Negra at level 1, Ladrón at level 1, Ataque Aéreo at level 1, Disp. Lodo at level 1, Excavar at level 1, Canto at level 9, Cambia Fue. at level 13, Ultrapuño at level 17, Armad. Ácida at level 21, Fijar Blanco at level 25, Giro Fuego at level 28, Espabila at level 35, Rayo Aurora at level 41, Vozarrón at level 47, Superdiente at level 53, Pulimento at level 59
058 GROWLITHE  : Fijar Blanco at level 1, Electrocañón at level 1, Disp. Demora at level 6, Huesomerang at level 9, Acua Jet at level 14, Lanzallamas at level 17, Puño Drenaje at level 20, Demolición at level 25, Silbato at level 28, Deseo at level 31, Bloqueo at level 34, Psicoonda at level 39, Paralizador at level 42, Giga Impacto at level 45, Hoja Aguda at level 48
059 ARCANINE   : Psicoonda at level 1, Avalancha at level 1, Giga Impacto at level 1, Giro Bola at level 1, Cometa Draco at level 1, Rueda Fuego at level 39
060 POLIWAG    : Rayo Carga at level 1, Sumisión at level 5, Escupir at level 8, Campana Cura at level 11, Hidrocañón at level 15, Psico-cambio at level 18, Ladrón at level 21, Aullido at level 25, Golpe at level 28, Cortefuria at level 31, Daño Secreto at level 35, Ventisca at level 38, Poder Oculto at level 41
061 POLIWHIRL  : Aromaterapia at level 1, Metrónomo at level 1, Ala de Acero at level 1, Granizo at level 5, Otra Vez at level 8, Beso Dulce at level 11, Mov. Espejo at level 15, Golpe Bajo at level 18, Psíquico at level 21, Imitación at level 27, Atracción at level 32, Disp. Espejo at level 37, Corpulencia at level 43, Tajo Aéreo at level 48, Carga Dragón at level 53
062 POLIWRATH  : Deseo Cura at level 1, Contador at level 1, Ráfaga at level 1, Sentencia at level 1, Placaje at level 43, Fijar Blanco at level 53
063 ABRA       : Planta Feroz at level 1
064 KADABRA    : Veneno X at level 1, Espabila at level 1, Golpe Cuerpo at level 1, Látigo at level 16, Paliza at level 18, Acua Cola at level 22, Onda Vacío at level 24, Deslumbrar at level 28, Lluvia Ígnea at level 30, Puño Trueno at level 34, Ventisca at level 36, Remolino at level 40, Campana Cura at level 42, Reducción at level 46
065 ALAKAZAM   : Bostezo at level 1, Tiro Vital at level 1, Envite Ígneo at level 1, Tajo Aéreo at level 16, Chirrido at level 18, Atracción at level 22, Espora at level 24, Tornado at level 28, Cola Veneno at level 30, Meteorobola at level 34, Brecha Negra at level 36, Machada at level 40, Giga Impacto at level 42, Onda Voltio at level 46
066 MACHOP     : Enfado at level 1, Agarre at level 1, Arañazo at level 7, Come Sueños at level 10, Pulso Umbrío at level 13, Rizo Defensa at level 19, Rayo at level 22, Pico Taladro at level 25, Puño Bala at level 31, Fuerza Bruta at level 34, Gran Ojo at level 37, Desarrollo at level 43, Superdiente at level 46
067 MACHOKE    : Patada Giro at level 1, Lanza Mugre at level 1, Aire Afilado at level 1, Patada Salto at level 7, Bomba Fango at level 10, Triplepatada at level 13, Dobleataque at level 19, Latigazo at level 22, Giga Impacto at level 25, Onda Ígnea at level 32, Rugido at level 36, Gancho Alto at level 40, Cometa Draco at level 44, Alivio at level 51
068 MACHAMP    : Garra Umbría at level 1, Garra Metal at level 1, Ida y Vuelta at level 1, Paliza at level 7, Paz Mental at level 10, Bola Sombra at level 13, Lanzallamas at level 19, Psicorrayo at level 22, Adaptación at level 25, Canto Helado at level 32, Hidrocañón at level 36, Rayo Confuso at level 40, Campana Cura at level 44, Contoneo at level 51
069 BELLSPROUT : Joya de Luz at level 1, Danza Espada at level 7, Divide Dolor at level 11, Otra Vez at level 13, Danza Caos at level 15, Protección at level 17, Hidrochorro at level 23, Deseo Cura at level 27, Fortaleza at level 29, Amago at level 35, Gran Ojo at level 39, Amnesia at level 41, Neblina at level 47
070 WEEPINBELL : Psicorrayo at level 1, Auxilio at level 1, Rueda Fuego at level 1, Recurrente at level 7, Rayo Aurora at level 11, Buena Baza at level 13, Ciclón at level 15, Rabia at level 17, Hip.Colmillo at level 23, Anulación at level 27, Garra Umbría at level 29, Yo Primero at level 35, Residuos at level 39, Paralizador at level 41, Danza Pétalo at level 47
071 VICTREEBEL : Tóxico at level 1, Protección at level 1, Más Psique at level 1, Remolino at level 1, Esfuerzo at level 1, Carga at level 1, Mazazo at level 1, Doble Rayo at level 47, Fortaleza at level 47
072 TENTACOOL  : Vel. Extrema at level 1, Destello at level 5, Canto Helado at level 8, Encanto at level 12, Deseo Cura at level 15, Cometa Draco at level 19, Gravedad at level 22, Arraigo at level 26, Cortefuria at level 29, Confusión at level 33, Lluevehojas at level 36, Inversión at level 40, Deseo at level 43
073 TENTACRUEL : Daño Secreto at level 1, Rayo Aurora at level 1, Sofoco at level 1, Deseo Cura at level 5, Tenaza at level 8, Furia Dragón at level 12, Aullido at level 15, Premonición at level 19, Pat. S. Alta at level 22, Deseo Oculto at level 26, Mov. Espejo at level 29, Megacuerno at level 36, Embargo at level 42, Anticura at level 49, Telaraña at level 55
074 GEODUDE    : Bola Sombra at level 1, Patada Ígnea at level 1, Rabia at level 4, Rapidez at level 8, Descanso at level 11, Aromaterapia at level 15, Mofa at level 18, Cabezazo Zen at level 22, Puñodinámico at level 25, Bomba Imán at level 29, Fogonazo at level 32, Antojo at level 36, Llanto Falso at level 39
075 GRAVELER   : Lluvia Ígnea at level 1, Garra Umbría at level 1, Campana Cura at level 1, Hoja Afilada at level 1, Ultrapuño at level 4, Acua Aro at level 8, Hueso Palo at level 11, Intercambio at level 15, Levitón at level 18, Ciclón at level 22, Sombra Vil at level 27, Anillo Ígneo at level 33, Pico Taladro at level 38, Picadura at level 44, Finta at level 49
076 GOLEM      : Picadura at level 1, Tierra Viva at level 1, Psico-cambio at level 1, Acua Cola at level 1, Bomba Fango at level 4, Conversión2 at level 8, Legado at level 11, Danza Caos at level 15, Patada Ígnea at level 18, As Oculto at level 22, Sofoco at level 27, Foco Energía at level 33, Corpulencia at level 38, Azote at level 44, Machada at level 49
077 PONYTA     : Camelo at level 1, Danza Pétalo at level 1, Def. Férrea at level 6, Repr. Metal at level 10, Aerochorro at level 15, Espora at level 19, Beso Dulce at level 24, Meteorobola at level 28, Bostezo at level 33, Danza Lunar at level 37, Onda Trueno at level 42, Sentencia at level 46
078 RAPIDASH   : Alivio at level 1, Truco at level 1, Hip.Colmillo at level 1, Danza Lluvia at level 1, As Oculto at level 1, Picadura at level 1, Venganza at level 6, Presente at level 10, Garra Brutal at level 15, Hoja Mágica at level 19, Ventisca at level 24, Desarrollo at level 28, Robo at level 33, Fortaleza at level 37, Tajo Cruzado at level 40, Megapatada at level 47, Golpe Cuerpo at level 56
079 SLOWPOKE   : Foco Energía at level 1, Meteorobola at level 1, Aire Afilado at level 1, Tajo Umbrío at level 6, As Oculto at level 11, Beso Dulce at level 15, Mazazo at level 20, Fortaleza at level 25, Látigo Cepa at level 29, Armad. Ácida at level 34, Beso Amoroso at level 39, Disp. Lodo at level 43, Luz Lunar at level 48, Canto Helado at level 53, Desarrollo at level 57
080 SLOWBRO    : Púas at level 1, Buena Baza at level 1, Cabezazo Zen at level 1, Ventisca at level 1, Agarre at level 6, Aromaterapia at level 11, Hueso Palo at level 15, Atracción at level 20, Vel. Extrema at level 25, Pulpocañón at level 29, Hoja Aguda at level 34, Tragar at level 37, Huesomerang at level 41, Látigo at level 47, Síntesis at level 54, Megacuerno at level 61, Manto Espejo at level 67
081 MAGNEMITE  : Viento Afín at level 1, Estallido at level 1, Gigadrenado at level 6, Paralizador at level 11, Hoja Afilada at level 14, Tambor at level 17, Reducción at level 22, Garra Umbría at level 27, Megacuerno at level 30, Ataque Óseo at level 33, Terremoto at level 38, Chirrido at level 43, Azote at level 46, Otra Vez at level 49, Triturar at level 54
082 MAGNETON   : Recuperación at level 1, Destello at level 1, Masa Cósmica at level 1, Niebla at level 1, Ida y Vuelta at level 1, Lanzarrocas at level 6, Encanto at level 11, Cuchillada at level 14, Disp. Lodo at level 17, Golpe Aéreo at level 22, Furia at level 27, Aromaterapia at level 30, Estallido at level 34, Tijera X at level 40, Pulpocañón at level 46, Rastreo at level 50, Pájaro Osado at level 54, Desquite at level 60
083 FARFETCH’D : Hip.Colmillo at level 1, Sorpresa at level 1, Puño Trueno at level 1, Cortefuria at level 1, Rayo Carga at level 1, Danza Caos at level 7, Puño Cometa at level 9, Frío Polar at level 13, Copión at level 19, Lanzarrocas at level 21, Conversión at level 25, Impactrueno at level 31, Desarme at level 33, Golpe Aéreo at level 37, Cháchara at level 43, Ayuda at level 45
084 DODUO      : Enfado at level 1, Excavar at level 1, Sonámbulo at level 5, Vien. Aciago at level 10, Envite Ígneo at level 14, Ataque Aéreo at level 19, Mismodestino at level 23, Camelo at level 28, Repr. Metal at level 32, Cambia Fue. at level 37, Puño Cometa at level 41, Recurrente at level 46
085 DODRIO     : Buceo at level 1, Viento Plata at level 1, Hidrochorro at level 1, Imitación at level 1, Patada Salto at level 1, Azote at level 5, Paranormal at level 10, Golpe Umbrío at level 14, Puño Hielo at level 19, Aire Afilado at level 23, Camuflaje at level 28, Pesadilla at level 34, Telépata at level 41, Energibola at level 47, Conjuro at level 54
086 SEEL       : Al Ataque at level 1, Auxilio at level 3, Eco Metálico at level 7, Legado at level 11, Beso Amoroso at level 13, Cometa Draco at level 17, Derribo at level 21, Levitón at level 23, Explosión at level 27, Lengüetazo at level 31, Látigo Cepa at level 33, Venganza at level 37, Fuerza Bruta at level 41, Garra Umbría at level 43, Latigazo at level 47, Burbuja at level 51
087 DEWGONG    : Puño Fuego at level 1, Mismodestino at level 1, Brazo Pincho at level 1, Estallido at level 1, Danza Pluma at level 3, Doble Rayo at level 7, Desarrollo at level 11, Chupavidas at level 13, Aguante at level 17, Refuerzo at level 21, Chispazo at level 23, Rayo Hielo at level 27, Castigo at level 31, Sumisión at level 33, Esporagodón at level 34, Cola Férrea at level 37, Sentencia at level 41, Ácido at level 43, Garra Metal at level 47, Reserva at level 51
088 GRIMER     : Energibola at level 1, Cornada at level 1, Chapoteolodo at level 4, Demolición at level 7, Truco Fuerza at level 12, Absorber at level 17, Legado at level 20, Encanto at level 23, Destello at level 28, Fijar Blanco at level 33, Imagen at level 36, Gas Venenoso at level 39, Hoja Aguda at level 44, Lluvia Ígnea at level 49
089 MUK        : Rayo at level 1, Ala de Acero at level 1, Lluvia Ígnea at level 1, Pico Taladro at level 1, Terremoto at level 4, Amago at level 7, Protección at level 12, Atadura at level 17, Colm. Rayo at level 20, Impresionar at level 23, Torm. Arena at level 28, Cabezazo at level 33, Paralizador at level 36, Mazazo at level 44, Mordisco at level 54, Acua Aro at level 65
090 SHELLDER   : Estallido at level 1, Lanzallamas at level 4, A Bocajarro at level 8, Come Sueños at level 13, Látigo Cepa at level 16, Colm. Hielo at level 20, Pistola Agua at level 25, Kinético at level 28, Chispa at level 32, Megaagotar at level 37, Chupavidas at level 40, Conversión at level 44, Hoja Mágica at level 49
091 CLOYSTER   : Arañazo at level 1, Superdiente at level 1, Lanzallamas at level 1, Cabezahierro at level 1, Brazo Pincho at level 1, Doble Patada at level 28, Repetición at level 40
092 GASTLY     : Colm. Rayo at level 1, Resplandor at level 1, Imitación at level 5, Tormento at level 8, Garra Metal at level 12, Detección at level 15, Ataque Aéreo at level 19, Energibola at level 22, Chirrido at level 26, Psíquico at level 29, Distorsión at level 33, Bola Hielo at level 36, Tenaza at level 40, Patada Baja at level 43
093 HAUNTER    : Vozarrón at level 1, Cháchara at level 1, Rayo Carga at level 1, Vien. Aciago at level 5, Acupresión at level 8, Rayo Hielo at level 12, Disp. Demora at level 15, As Oculto at level 19, Puño Bala at level 22, Mov. Sísmico at level 25, Maquinación at level 28, Acua Cola at level 33, Lanzarrocas at level 39, Onda Trueno at level 44, Puñodinámico at level 50, Somnífero at level 55
094 GENGAR     : Tajo Umbrío at level 1, Rabia at level 1, Corte Vacío at level 1, Pat. S. Alta at level 5, Torbellino at level 8, Impactrueno at level 12, Otra Vez at level 15, Bomba Sónica at level 19, Capa Mágica at level 22, Atadura at level 25, Colmillo Ven at level 28, Mov. Sísmico at level 33, Hoja Afilada at level 39, Presente at level 44, Hidrochorro at level 50, Yo Primero at level 55
095 ONIX       : Conversión at level 1, Supersónico at level 1, Carga at level 1, Lluevehojas at level 1, Aullido at level 6, Bucle Arena at level 9, Ataque Aéreo at level 14, Gruñido at level 17, Cometa Draco at level 22, Puño Bala at level 25, Rayo Hielo at level 30, Torbellino at level 33, Meditación at level 38, Fortaleza at level 41, As Oculto at level 46, Escupir at level 49, Aguante at level 54
096 DROWZEE    : Paralizador at level 1, Triturar at level 1, Estrujón at level 7, Terremoto at level 9, Barrera at level 15, Psicoataque at level 18, Megaagotar at level 21, Residuos at level 26, Profecía at level 29, Distorsión at level 32, Salpicadura at level 37, Gruñido at level 40, Hidrobomba at level 43, Arañazo at level 50, Reflejo at level 53
097 HYPNO      : Trampa Rocas at level 1, Frustración at level 1, Desquite at level 1, Látigo Cepa at level 1, Buena Baza at level 1, Sentencia at level 1, Día Soleado at level 7, Neblina at level 9, Al Ataque at level 15, Ala de Acero at level 18, Gas Venenoso at level 21, Def. Férrea at level 28, Silbato at level 33, Adaptación at level 38, V. Cortante at level 45, Campana Cura at level 50, As Oculto at level 55, Hierba Lazo at level 64, Terremoto at level 69
098 KRABBY     : Canto Helado at level 1, Bola Sombra at level 1, Dulce Aroma at level 5, Pulpocañón at level 9, Rayo Burbuja at level 11, Malicioso at level 15, Embargo at level 19, Remolino at level 21, Espacio Raro at level 25, Salpicar at level 29, Al Ataque at level 31, Ala de Acero at level 35, Campana Cura at level 39, Megacuerno at level 41, Deseo Cura at level 45
099 KINGLER    : Profecía at level 1, Canto Mortal at level 1, Energibola at level 1, Mov. Espejo at level 5, Velo Sagrado at level 9, Azote at level 11, Bomba Imán at level 15, Buceo at level 19, Disp. Espejo at level 21, Falsotortazo at level 25, Malicioso at level 32, Chispazo at level 37, Pat. S. Alta at level 44, Amnesia at level 51, Aromaterapia at level 56, Absorber at level 63
100 VOLTORB    : Cabezazo Zen at level 1, Danza Lluvia at level 5, Barrera at level 8, Pat. S. Alta at level 12, Día de Pago at level 15, Bola Sombra at level 19, Patada Baja at level 22, Ataque Arena at level 26, Paralizador at level 29, Doble Rayo at level 33, Meteorobola at level 36, Fuegosagrado at level 40, Rapidez at level 43, Recuperación at level 47
101 ELECTRODE  : Planta Feroz at level 1, Onda Voltio at level 1, Dulce Aroma at level 1, Joya de Luz at level 1, Pin Misil at level 5, Zumbido at level 8, Levitón at level 12, Refugio at level 15, Estímulo at level 19, Cornada at level 22, Carga Dragón at level 26, Espacio Raro at level 29, Retroceso at level 35, Meditación at level 40, Puya Nociva at level 46, Ascuas at level 51, Sombra Vil at level 57
102 EXEGGCUTE  : Aromaterapia at level 1, Sombra Vil at level 1, Veneno X at level 1, Arañazo at level 7, Patada Salto at level 11, Ataque Furia at level 17, Poder Oculto at level 19, Dulce Aroma at level 21, Impactrueno at level 23, Electrocañón at level 27, Hidrocañón at level 33, Tóxico at level 37, Agua Lodosa at level 43, Furia Dragón at level 47
103 EXEGGUTOR  : Al Ataque at level 1, Falsotortazo at level 1, Colm. Rayo at level 1, Corpulencia at level 1, Romperrocas at level 1, Barrera at level 17, Esfuerzo at level 27, Pat. S. Alta at level 37, Bomba Lodo at level 47
104 CUBONE     : Psicoataque at level 1, Magnitud at level 3, Agarre at level 7, Colm. Rayo at level 11, Enfado at level 13, Gravedad at level 17, Alivio at level 21, Truco at level 23, Deseo Cura at level 27, Golpe Cabeza at level 31, Niebla at level 33, Nieve Polvo at level 37, Bomba Imán at level 41, Tinieblas at level 43
105 MAROWAK    : Aguante at level 1, Paz Mental at level 1, Mimético at level 1, Tierra Viva at level 1, Portazo at level 3, Al Ataque at level 7, Desenrollar at level 11, Estallido at level 13, Fisura at level 17, Furia at level 21, Pulso Umbrío at level 23, Persecución at level 27, Patada Baja at level 33, Bomba Huevo at level 37, Placaje Eléc at level 43, Tajo Aéreo at level 49, Sol Matinal at level 53
106 HITMONLEE  : Psicorrayo at level 1, Romperrocas at level 1, Lanza Mugre at level 5, Vel. Extrema at level 9, Batido at level 13, Golpes Furia at level 17, A Bocajarro at level 21, Bola Neblina at level 25, Cola Veneno at level 29, Cabezazo at level 33, Rayo Carga at level 37, Confusión at level 41, Sol Matinal at level 45, Bomba Sónica at level 49, Onda Certera at level 53, Camelo at level 57
