--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
118 GOLDEEN    : Danza Dragón at level 1, Destello at level 1, Alboroto at level 1, Bostezo at level 7, A Defender at level 11, Esfera Aural at level 17, Buena Baza at level 21, Aullido at level 27, Castigo at level 31, Beso Dulce at level 37, Recuperación at level 41, Paliza at level 47, Garra Umbría at level 51
119 SEAKING    : Acupresión at level 1, Adaptación at level 1, Ataque Aéreo at level 1, Machada at level 1, Romperrocas at level 1, Kinético at level 7, Escupir at level 11, Mal de Ojo at level 17, Impresionar at level 21, Rencor at level 27, Látigo at level 31, Canto Mortal at level 40, Doble Rayo at level 47, Llamarada at level 56, Sombra Vil at level 63
120 STARYU     : Tinieblas at level 1, Veneno X at level 1, Picotazo Ven at level 6, Impactrueno at level 10, Truco at level 15, Ultrapuño at level 19, Deseo Oculto at level 24, Autodestruc at level 28, Rayo Hielo at level 33, Desarme at level 37, Fuerza Bruta at level 42, Viento Plata at level 46, Ascuas at level 51, Torbellino at level 55
121 STARMIE    : Relajo at level 1, At. Rápido at level 1, Don Natural at level 1, Desquite at level 1, Portazo at level 28
122 MR. MIME   : Clavo Cañón at level 1, Tambor at level 1, Empujón at level 1, Reciclaje at level 1, Garra Metal at level 1, Explosión at level 4, Divide Dolor at level 8, A Bocajarro at level 11, Señuelo at level 15, Acupresión at level 18, Psico-corte at level 22, Bomba Huevo at level 22, Giro Rápido at level 25, Pulimento at level 29, Bomba Lodo at level 32, Mov. Sísmico at level 36, Ataque Furia at level 39, Pantalla Luz at level 43, Conversión at level 46, Amago at level 50
123 SCYTHER    : Cambia Fue. at level 1, Corte Vacío at level 1, Ala de Acero at level 1, Salpicar at level 5, Superdiente at level 9, Picotazo Ven at level 13, Fisura at level 17, Planta Feroz at level 21, Camuflaje at level 25, Yo Primero at level 29, Legado at level 33, Brazo Pincho at level 37, Puño Cometa at level 41, Niebla at level 45, Carámbano at level 49, Agua Lodosa at level 53, Capa Mágica at level 57, Camelo at level 61
124 JYNX       : Acupresión at level 1, V. Cortante at level 1, As Oculto at level 1, Cometa Draco at level 1, Tiro Vital at level 5, Trampa Rocas at level 8, At. Rápido at level 11, Danza Pluma at level 15, Sofoco at level 18, Garra Metal at level 21, Colm. Ígneo at level 25, Rueda Fuego at level 28, Triturar at level 33, Picotazo at level 39, Cambia Almas at level 44, Cerca at level 49, Paz Mental at level 55
125 ELECTABUZZ : Bola Hielo at level 1, Garra Brutal at level 1, Megacuerno at level 1, Imitación at level 7, Paliza at level 10, Cosquillas at level 16, Anticura at level 19, Sonámbulo at level 25, Bomba Fango at level 28, Trueno at level 37, Cornada at level 43, Camuflaje at level 52, Fortaleza at level 58
126 MAGMAR     : Paranormal at level 1, Tajo Aéreo at level 1, Vendetta at level 1, Chispa at level 7, Tajo Cruzado at level 10, Pico Taladro at level 16, Reducción at level 19, Ácido at level 25, Rastreo at level 28, Hoja Aguda at level 36, Anulación at level 41, Hip.Colmillo at level 49, Zumbido at level 54
127 PINSIR     : Agarre at level 1, Machada at level 1, Síntesis at level 4, Levitón at level 8, Gran Ojo at level 13, Distorsión at level 18, Paranormal at level 21, Danza Pluma at level 25, Conversión at level 30, Bomba Sónica at level 35, Desarme at level 38, Poder Pasado at level 42, Bilis at level 47, Placaje at level 52
128 TAUROS     : Foco Respl. at level 1, Sombra Vil at level 3, Danza Pluma at level 5, Ráfaga at level 8, Cornada at level 11, Agarre at level 15, Placaje at level 19, Enfado at level 24, Mofa at level 29, Golpe Karate at level 35, Energibola at level 41, Torbellino at level 48, Salpicadura at level 55
129 MAGIKARP   : Onda Ígnea at level 1, Hierba Lazo at level 15, Viento Hielo at level 30
130 GYARADOS   : Puño Mareo at level 1, Cambia Def. at level 20, Pistola Agua at level 23, Joya de Luz at level 26, Rayo at level 29, Buena Baza at level 32, Pat. S. Alta at level 35, Aguante at level 38, Dobleataque at level 41, Golpe Umbrío at level 44, Antojo at level 47
131 LAPRAS     : Alud at level 1, Rayo at level 1, Puño Drenaje at level 1, Pulso Umbrío at level 4, Ronquido at level 7, Furia at level 10, Hierba Lazo at level 14, Pesadilla at level 18, Perforador at level 22, Detección at level 27, Atadura at level 32, As Oculto at level 37, Danza Espada at level 43, Romperrocas at level 49, Picotazo Ven at level 55
132 DITTO      : Picoteo at level 1
133 EEVEE      : Giro Bola at level 1, Hierba Lazo at level 1, Viento Hielo at level 1, Psíquico at level 8, Conjuro at level 15, As Oculto at level 22, Sentencia at level 29, Tiro Vital at level 36, Distorsión at level 43, Agarre at level 50, Supersónico at level 57
134 VAPOREON   : Puño Hielo at level 1, Tormento at level 1, Psicoataque at level 1, Granizo at level 8, Latigazo at level 15, Cabezahierro at level 22, Anulación at level 29, Desquite at level 36, Terremoto at level 43, Psicorrayo at level 50, Rencor at level 57, Mimético at level 64, Gran Ojo at level 71, Fuerza Bruta at level 78
135 JOLTEON    : Hoja Aguda at level 1, Última Baza at level 1, Puño Fuego at level 1, Corte Vacío at level 8, Viento Afín at level 15, Kinético at level 22, Meditación at level 29, Vendetta at level 36, Mismodestino at level 43, Rastreo at level 50, Doblebofetón at level 57, Tambor at level 64, Desenrollar at level 71, Masa Cósmica at level 78
136 FLAREON    : Tajo Cruzado at level 1, Distorsión at level 1, A Bocajarro at level 1, Excavar at level 8, Golpes Furia at level 15, Danza Espada at level 22, Sentencia at level 29, Psíquico at level 36, Relajo at level 43, Demolición at level 50, Vien. Aciago at level 57, Rayo Carga at level 64, Agarrón at level 71, Somnífero at level 78
137 PORYGON    : Disp. Espejo at level 1, Polvo Veneno at level 1, Descanso at level 1, Chispazo at level 1, Contador at level 7, Silbato at level 12, Maldición at level 18, Hidrochorro at level 23, Pistola Agua at level 29, Acupresión at level 34, Pájaro Osado at level 40, Repetición at level 45, Destello at level 51, Rayo Burbuja at level 56, Sentencia at level 62
138 OMANYTE    : Demolición at level 1, Danza Pétalo at level 1, Desquite at level 7, Repetición at level 10, Bomba Fango at level 16, Come Sueños at level 19, Sofoco at level 25, Disp. Demora at level 28, Colm. Hielo at level 34, Explosión at level 37, Señuelo at level 43, Avalancha at level 46, Falsotortazo at level 52
139 OMASTAR    : Robo at level 1, Danza Pluma at level 1, Confusión at level 1, Carga Dragón at level 7, Viento Afín at level 10, Vozarrón at level 16, Garra Brutal at level 19, Refuerzo at level 25, Bomba Sónica at level 28, Doble Golpe at level 34, Pico Taladro at level 37, Vendetta at level 40, Meteorobola at level 48, Tinieblas at level 56, Bucle Arena at level 67
140 KABUTO     : Psico-cambio at level 1, Garra Brutal at level 1, Puño Cometa at level 6, Rayo Hielo at level 11, Meteorobola at level 16, Pulso Umbrío at level 21, Patada Giro at level 26, Pulpocañón at level 31, Atracción at level 36, Desquite at level 41, Envite Ígneo at level 46, Patada Ígnea at level 51
141 KABUTOPS   : Cabezahierro at level 1, Poder Pasado at level 1, Excavar at level 1, Danza Lluvia at level 1, Giga Impacto at level 1, Don Natural at level 6, Empujón at level 11, Respiro at level 16, Hidrobomba at level 21, Puño Cometa at level 26, Picadura at level 31, Giro Bola at level 36, Reducción at level 40, Bilis at level 45, Esfuerzo at level 54, Abatidoras at level 63, Presa at level 72
142 AERODACTYL : Otra Vez at level 1, Robo at level 1, Impactrueno at level 1, Acupresión at level 1, Cometa Draco at level 1, Buceo at level 1, Residuos at level 1, Desquite at level 9, Gigadrenado at level 17, Onda Ígnea at level 25, Tambor at level 33, Cabezazo at level 41, Furia at level 49, Esfera Aural at level 57, Autodestruc at level 65, Rueda Fuego at level 73
143 SNORLAX    : Rayo Burbuja at level 1, Buena Baza at level 4, Reciclaje at level 9, Restricción at level 12, Falsotortazo at level 17, Ida y Vuelta at level 20, Ascuas at level 25, Anillo Ígneo at level 28, Chirrido at level 28, Truco Fuerza at level 33, Robo at level 36, Rayo Aurora at level 41, Disp. Lodo at level 44, Cornada at level 49
144 ARTICUNO   : Impresionar at level 1, Bomba Huevo at level 1, Fisura at level 8, Colmillo Ven at level 15, Hip.Colmillo at level 22, Carga Dragón at level 29, Distorsión at level 36, Psicorrayo at level 43, Megacuerno at level 50, Empujón at level 57, Anillo Ígneo at level 64, Gigadrenado at level 71, Golpe Bajo at level 78, Aromaterapia at level 85
145 ZAPDOS     : Perforador at level 1, Foco Respl. at level 1, Vendetta at level 8, Chispa at level 15, Golpe Cuerpo at level 22, Puño Hielo at level 29, Pulso Dragón at level 36, Lanza Mugre at level 43, Maldición at level 50, Señuelo at level 57, Retroceso at level 64, Destructor at level 71, Salmuera at level 78, Metrónomo at level 85
146 MOLTRES    : Ciclón at level 1, Hip.Colmillo at level 1, Rayo Burbuja at level 8, Fisura at level 15, Señuelo at level 22, Lanzarrocas at level 29, Batido at level 36, Castigo at level 43, Estallido at level 50, Camuflaje at level 57, Relevo at level 64, Bofetón Lodo at level 71, Pájaro Osado at level 78, Rayo Confuso at level 85
147 DRATINI    : Cometa Draco at level 1, Vel. Extrema at level 1, Tragar at level 5, Lanzamiento at level 11, Pico Taladro at level 15, Hoja Aguda at level 21, Acua Cola at level 25, Espabila at level 31, Agua Lodosa at level 35, Respiro at level 41, Golpe Bajo at level 45, Zumbido at level 51, Destello at level 55
148 DRAGONAIR  : Aerochorro at level 1, Psico-corte at level 1, Persecución at level 1, Buena Baza at level 1, Maquinación at level 5, Danza Lluvia at level 11, Vendetta at level 15, Bomba Germen at level 21, Meteorobola at level 25, Brazo Pincho at level 33, Paranormal at level 39, Giga Impacto at level 47, Fijar Blanco at level 53, Látigo Cepa at level 61, Rencor at level 67
149 DRAGONITE  : Doble Patada at level 1, Onda Vacío at level 1, Vendetta at level 1, Paliza at level 1, Fijar Blanco at level 1, Descanso at level 1, Dragoaliento at level 1, Venganza at level 5, Divide Dolor at level 11, Patada Giro at level 15, Manto Espejo at level 21, Esfera Aural at level 25, Alivio at level 33, Metrónomo at level 39, Foco Respl. at level 47, Picotazo at level 53, Espabila at level 55, Danza Espada at level 64, Rayo Confuso at level 73
150 MEWTWO     : Espabila at level 1, Resplandor at level 1, Látigo Cepa at level 8, Rugido at level 15, Última Baza at level 22, Silbato at level 29, Cola Férrea at level 36, Danza Pluma at level 43, Onda Trueno at level 50, Barrera at level 57, Carámbano at level 64, Tinieblas at level 64, Pisotón at level 71, Niebla at level 79, Bofetón Lodo at level 86, Rizo Defensa at level 93, Más Psique at level 100
151 MEW        : Reflejo at level 1, Tajo Umbrío at level 1, Truco Fuerza at level 10, Tornado at level 20, Legado at level 30, Respiro at level 40, Finta at level 50, Triplepatada at level 60, Hip.Colmillo at level 70, Megapatada at level 80, Teletransp at level 90, Pesadilla at level 100
152 CHIKORITA  : Rayo Confuso at level 1, Picoteo at level 1, Camuflaje at level 6, Ladrón at level 9, Mordisco at level 12, A Defender at level 17, Pulimento at level 20, Anulación at level 23, Planta Feroz at level 28, Bola Sombra at level 31, Polvo Veneno at level 34, Disp. Lodo at level 39, Relevo at level 42, Desarme at level 45
153 BAYLEEF    : Ácido at level 1, Danza Lunar at level 1, Conversión at level 1, Poder Pasado at level 1, Ataque Arena at level 6, Anillo Ígneo at level 9, Ventisca at level 12, Puño Certero at level 18, Estímulo at level 22, Canto Mortal at level 26, Mazazo at level 32, Pulso Umbrío at level 36, Recuperación at level 40, Premonición at level 46, Latigazo at level 50, Romperrocas at level 54
154 MEGANIUM   : Huesomerang at level 1, Placaje at level 1, Día de Pago at level 1, Triataque at level 1, Persecución at level 6, Tierra Viva at level 9, Viento Hielo at level 12, Triplepatada at level 18, Cambia Fue. at level 22, Granizo at level 26, Vien. Aciago at level 32, Mov. Sísmico at level 34, Espabila at level 40, Latigazo at level 46, Brazo Pincho at level 54, Machada at level 60, Aire Afilado at level 66
155 CYNDAQUIL  : Tajo Aéreo at level 1, Hidropulso at level 1, Garra Dragón at level 4, Teletransp at level 10, Hip.Colmillo at level 13, Día de Pago at level 19, Electrocañón at level 22, Acua Jet at level 28, Golpe Cabeza at level 31, V. Cortante at level 37, Acua Aro at level 40, Huesomerang at level 46, Impresionar at level 49
156 QUILAVA    : Autodestruc at level 1, Tajo Aéreo at level 1, Cometa Draco at level 1, Agua Lodosa at level 4, Gravedad at level 10, Salmuera at level 13, Meteorobola at level 20, Onda Voltio at level 24, Mal de Ojo at level 31, Confusión at level 35, Carga at level 42, Copión at level 46, Destructor at level 53, Hueso Palo at level 57
157 TYPHLOSION : Chirrido at level 1, Pájaro Osado at level 1, Pulimento at level 1, Sentencia at level 1, Placaje Eléc at level 1, Pisotón at level 4, Niebla at level 10, Planta Feroz at level 13, Perforador at level 20, Danza Lunar at level 24, Tóxico at level 31, Gigadrenado at level 35, Restricción at level 42, Ataque Furia at level 46, At. Rápido at level 53, Látigo Cepa at level 57
158 TOTODILE   : Doble Golpe at level 1, Paranormal at level 1, Fuerza Bruta at level 6, Embargo at level 8, Bomba Lodo at level 13, Patada Baja at level 15, Bucle Arena at level 20, Malicioso at level 22, Maquinación at level 27, Bola Hielo at level 29, Truco Fuerza at level 34, Anillo Ígneo at level 36, Reflejo at level 41, Portazo at level 43, Golpes Furia at level 48
159 CROCONAW   : Triplepatada at level 1, Beso Dulce at level 1, Corte Vacío at level 1, Pulpocañón at level 6, Atracción at level 8, Trampa Rocas at level 13, Cabezazo Zen at level 15, Imagen at level 21, Onda Voltio at level 24, Señuelo at level 30, Alud at level 33, Picotazo at level 39, Nieve Polvo at level 42, Azote at level 48, Doble Golpe at level 51, Reciclaje at level 57
160 FERALIGATR : Rastreo at level 1, Rayo Carga at level 1, As Oculto at level 1, V. Cortante at level 1, Última Baza at level 6, Megaagotar at level 8, Terremoto at level 13, Seducción at level 15, Sumisión at level 21, Furia at level 24, Llamarada at level 30, Rayo at level 32, Venganza at level 37, Golpe Bajo at level 45, Tornado at level 50, Golpes Furia at level 58, Gruñido at level 63, Al Ataque at level 71
161 SENTRET    : Hiperrayo at level 1, Viento Plata at level 1, Torm. Arena at level 4, Autodestruc at level 7, Afilar at level 13, Divide Dolor at level 16, Desenrollar at level 19, Onda Vacío at level 25, Imagen at level 28, Dobleataque at level 31, Malicioso at level 36, Telépata at level 39, Hidrochorro at level 42, Golpe Aéreo at level 47
162 FURRET     : Rayo Hielo at level 1, Atracción at level 1, Garra Dragón at level 1, Patada Salto at level 1, Escupir at level 4, Danza Caos at level 7, Ataque Aéreo at level 13, Danza Pétalo at level 17, Planta Feroz at level 21, Barrera at level 28, Destello at level 32, Manto Espejo at level 36, Mov. Sísmico at level 42, Perforador at level 46, As Oculto at level 50, Carga Dragón at level 56
163 HOOTHOOT   : Puño Sombra at level 1, Contoneo at level 1, Patada Salto at level 1, Mal de Ojo at level 5, Garra Umbría at level 9, Neblina at level 13, Remolino at level 17, Paralizador at level 21, Hidropulso at level 25, Teletransp at level 29, Más Psique at level 33, As Oculto at level 37, Agilidad at level 41, Frustración at level 45, Respiro at level 49
164 NOCTOWL    : Somnífero at level 1, Danza Lunar at level 1, Paralizador at level 1, Hoja Mágica at level 1, Aire Afilado at level 1, Acua Cola at level 5, Más Psique at level 9, Camelo at level 13, Látigo at level 17, Auxilio at level 22, Última Baza at level 27, Falsotortazo at level 32, Puño Trueno at level 37, Contoneo at level 42, Bomba Imán at level 47, Anticura at level 52, Masa Cósmica at level 57
165 LEDYBA     : Picadura at level 1, Aire Afilado at level 6, Psicoonda at level 9, Doble Rayo at level 14, Ascuas at level 14, Hidropulso at level 14, Bola Hielo at level 17, Danza Pétalo at level 22, Patada Giro at level 25, Telaraña at level 30, Hoja Aguda at level 33, Desenrollar at level 38, Reciclaje at level 41
166 LEDIAN     : Tiro Vital at level 1, Reserva at level 1, Lanzarrocas at level 1, Intercambio at level 6, Repetición at level 9, Tajo Aéreo at level 14, Megapuño at level 14, Amortiguador at level 14, Cuchillada at level 17, Púas at level 24, Abatidoras at level 29, Esfera Aural at level 36, Impactrueno at level 41, Azote at level 48, Espacio Raro at level 53
167 SPINARAK   : Lanzarrocas at level 1, Hiperrayo at level 1, Adaptación at level 5, Bostezo at level 8, Al Ataque at level 12, Anillo Ígneo at level 15, Meteorobola at level 19, Alivio at level 22, Deseo Oculto at level 26, Lanza Mugre at level 29, Vozarrón at level 33, Zumbido at level 36, Día Soleado at level 40, Velo Sagrado at level 43
168 ARIADOS    : Foco Energía at level 1, Copión at level 1, Rabia at level 1, Inversión at level 1, Doble Rayo at level 1, Respiro at level 5, Garra Umbría at level 8, Armad. Ácida at level 12, Puño Meteoro at level 15, Lanzarrocas at level 19, Hiperrayo at level 23, Arraigo at level 28, Puya Nociva at level 32, Maquinación at level 37, Frustración at level 41, Cornada at level 46, Abatidoras at level 50
169 CROBAT     : Confusión at level 1, Seducción at level 1, Púas at level 1, Garra Dragón at level 1, Anillo Ígneo at level 1, Persecución at level 5, Ráfaga at level 9, Imitación at level 13, Recurrente at level 17, Fuego Fatuo at level 21, Contoneo at level 27, Pin Misil at level 33, Ronquido at level 39, Bomba Imán at level 45, Tornado at level 51
170 CHINCHOU   : Derribo at level 1, Llamarada at level 1, Salmuera at level 6, Hierba Lazo at level 9, Tenaza at level 12, Doble Equipo at level 17, Pantalla Luz at level 20, Ataque Furia at level 23, Pulso Umbrío at level 28, Danza Lluvia at level 31, Anulación at level 34, Alboroto at level 39, Anticura at level 42, Síntesis at level 45
171 LANTURN    : Niebla at level 1, Cola Veneno at level 1, Puya Nociva at level 1, Bomba Imán at level 6, Esfuerzo at level 9, Ataque Furia at level 12, Sofoco at level 17, Día de Pago at level 20, Fuerza Bruta at level 23, Metrónomo at level 27, Doble Patada at level 27, Corpulencia at level 27, Telaraña at level 30, Silbato at level 35, Repr. Metal at level 40, Rizo Defensa at level 47, Legado at level 52, Tinieblas at level 57
172 PICHU      : Energibola at level 1, Imagen at level 1, Impactrueno at level 5, Amnesia at level 10, Cabezazo at level 13, Zumbido at level 18
173 CLEFFA     : Llamarada at level 1, Picoteo at level 1, Velo Sagrado at level 4, Puño Trueno at level 7, Masa Cósmica at level 10, Rapidez at level 13, Relajo at level 16
174 IGGLYBUFF  : Respiro at level 1, Tierra Viva at level 1, Inversión at level 5, Desarme at level 9, Ultrapuño at level 13, Mordisco at level 17
175 TOGEPI     : Sonámbulo at level 1, Vien. Aciago at level 1, Destructor at level 6, Conjuro at level 10, Furia Dragón at level 15, Fortaleza at level 19, Destello at level 24, Descanso at level 28, Cambia Almas at level 33, Pantalla Luz at level 37, Rugido at level 42, Acua Aro at level 46, Triataque at level 51
176 TOGETIC    : Espora at level 1, Repr. Metal at level 1, Truco at level 1, Garra Umbría at level 1, Energibola at level 1, Auxilio at level 6, Destructor at level 10, Gigadrenado at level 15, Embargo at level 19, Magnitud at level 24, Camelo at level 28, Vien. Aciago at level 33, Sombra Vil at level 37, Ala de Acero at level 42, Puño Cometa at level 46, Tijera X at level 51
177 NATU       : Barrera at level 1, Al Ataque at level 1, Puño Hielo at level 6, Finta at level 9, Superdiente at level 12, Disp. Lodo at level 17, Camuflaje at level 20, Alivio at level 23, Yo Primero at level 28, Psicoataque at level 33, Pin Misil at level 36, Megapatada at level 39, Cara Susto at level 44, Viento Plata at level 44, Seducción at level 47
178 XATU       : Lanzarrocas at level 1, Chispazo at level 1, Deseo Oculto at level 6, Pat. S. Alta at level 9, Romperrocas at level 12, Disp. Demora at level 17, Megacuerno at level 20, Doble Equipo at level 23, Cara Susto at level 27, Puño Trueno at level 30, Atadura at level 37, Neblina at level 42, Copión at level 47, Sombra Vil at level 54, Cortefuria at level 54, Hidrochorro at level 59
179 MAREEP     : Corte Vacío at level 1, Poder Oculto at level 5, Cerca at level 10, Puño Cometa at level 14, Ataque Aéreo at level 19, Energibola at level 23, Ultrapuño at level 28, Día de Pago at level 32, Dragoaliento at level 37, Mov. Espejo at level 41, Dulce Aroma at level 46
180 FLAAFFY    : Pantallahumo at level 1, Salmuera at level 1, Electrocañón at level 1, Canto at level 5, Protección at level 10, Batido at level 14, Púas at level 20, Triplepatada at level 25, Frío Polar at level 31, Desarrollo at level 36, Esfera Aural at level 42, Vozarrón at level 47, Garra Metal at level 53
181 AMPHAROS   : Rayo Hielo at level 1, Manto Espejo at level 1, Rayo at level 1, At. Rápido at level 1, Hoja Aguda at level 1, Tiro Vital at level 5, Tóxico at level 10, Colm. Ígneo at level 14, Absorber at level 20, Pulso Dragón at level 25, Reducción at level 30, Somnífero at level 34, Premonición at level 42, Truco at level 51, Poder Pasado at level 59, Onda Ígnea at level 68
182 BELLOSSOM  : Envite Ígneo at level 1, Divide Dolor at level 1, Intercambio at level 1, Bomba Germen at level 1, Aerochorro at level 1, Hueso Palo at level 23, Garra Dragón at level 53
183 MARILL     : Puño Fuego at level 1, Mazazo at level 2, Armad. Ácida at level 7, Danza Dragón at level 10, Detección at level 15, Bloqueo at level 18, Lanzallamas at level 23, Estrujón at level 27, Masa Cósmica at level 32, Robo at level 37, Niebla at level 42
184 AZUMARILL  : Ataque Aéreo at level 1, Amortiguador at level 1, Carga Dragón at level 1, Excavar at level 1, Golpe Bajo at level 2, Luz Lunar at level 7, Silbato at level 10, Anillo Ígneo at level 15, Relajo at level 20, Autodestruc at level 27, Sentencia at level 33, Picadura at level 40, Burbuja at level 47, Mordisco at level 54
185 SUDOWOODO  : Golpe Umbrío at level 1, Giro Fuego at level 1, Golpe Karate at level 1, Mordisco at level 1, Triataque at level 1, Telépata at level 6, Armad. Ácida at level 9, Puño Certero at level 14, Afilar at level 17, Danza Caos at level 22, Niebla at level 25, Psico-cambio at level 30, Giga Impacto at level 33, Púas at level 38, Hueso Palo at level 41, Ascuas at level 46, Aire Afilado at level 49
186 POLITOED   : Colmillo Ven at level 1, Paralizador at level 1, Frustración at level 1, Lluvia Ígnea at level 1, Distorsión at level 27, Velo Sagrado at level 37, Colm. Hielo at level 48
187 HOPPIP     : Gancho Alto at level 1, Seducción at level 4, Gas Venenoso at level 7, Cosquillas at level 10, Polvo Veneno at level 12, Llanto Falso at level 14, Rayo at level 16, Pantalla Luz at level 19, Presa at level 22, Electrocañón at level 25, Magnitud at level 28, Sombra Vil at level 31, Furia at level 34, Romperrocas at level 37, Chirrido at level 40, Gravedad at level 43
188 SKIPLOOM   : Alboroto at level 1, Mismodestino at level 1, Testarazo at level 1, Puño Drenaje at level 1, Frustración at level 4, Buceo at level 7, Tormento at level 10, Telaraña at level 12, Onda Voltio at level 14, Megacuerno at level 16, Danza Pétalo at level 20, Pulpocañón at level 24, Def. Férrea at level 28, Hiperrayo at level 32, Paralizador at level 36, Onda Vacío at level 40, Impactrueno at level 44, Pulimento at level 48, Daño Secreto at level 52
189 JUMPLUFF   : Vel. Extrema at level 1, Tumba Rocas at level 1, Megaagotar at level 1, Gancho Alto at level 1, Golpe Umbrío at level 4, Lanzallamas at level 7, Def. Férrea at level 10, Manto Espejo at level 12, Pisotón at level 14, Rayo at level 16, Pájaro Osado at level 20, Campana Cura at level 24, Desenrollar at level 28, Carámbano at level 32, Bilis at level 36, Alivio at level 40, Gigadrenado at level 44, Mazazo at level 48, Hierba Lazo at level 52
190 AIPOM      : Día Soleado at level 1, Rayo Hielo at level 1, Golpe Cabeza at level 4, Pulso Dragón at level 8, Bomba Imán at level 11, Encanto at level 15, Esquema at level 18, Tajo Umbrío at level 22, Hierba Lazo at level 25, Anulación at level 29, Refugio at level 32, Falsotortazo at level 36, Trampa Rocas at level 39, Cerca at level 43
191 SUNKERN    : Deslumbrar at level 1, Imagen at level 1, Neblina at level 5, Colm. Hielo at level 9, Patada Salto at level 13, Anulación at level 17, Salpicadura at level 21, Canto at level 25, Placaje at level 29, Esfuerzo at level 33, Cabezazo at level 37, Patada Baja at level 41, Psicoonda at level 45
192 SUNFLORA   : Ataque Furia at level 1, Yo Primero at level 1, Puño Fuego at level 1, Disp. Demora at level 5, Alivio at level 9, Relajo at level 13, Excavar at level 17, Contador at level 21, Chispazo at level 25, Chupavidas at level 29, Camelo at level 33, Ciclón at level 37, Lanzarrocas at level 41, A Defender at level 43
193 YANMA      : Psicoonda at level 1, Ala de Acero at level 1, Poder Pasado at level 6, Destructor at level 11, Profecía at level 14, Aromaterapia at level 17, Gas Venenoso at level 22, Atadura at level 27, Deseo Oculto at level 30, Danza Espada at level 33, Somnífero at level 38, Beso Amoroso at level 43, Golpe Umbrío at level 46, Ataque Arena at level 49, Metrónomo at level 54, Cháchara at level 57
194 WOOPER     : Estallido at level 1, Golpe Cuerpo at level 1, Sustituto at level 5, Puño Meteoro at level 9, Triataque at level 15, Cornada at level 19, Ultrapuño at level 23, Tiro Vital at level 29, Aire Afilado at level 33, Planta Feroz at level 37, Torbellino at level 43, Puño Cometa at level 43, Gruñido at level 47
195 QUAGSIRE   : Bofetón Lodo at level 1, Puya Nociva at level 1, Machada at level 1, Bomba Fango at level 5, Contador at level 9, Maldición at level 15, Gigadrenado at level 19, Fisura at level 24, Ataque Ala at level 31, Ronquido at level 36, Ascuas at level 41, Hidrocañón at level 48, A Defender at level 48, Tajo Umbrío at level 53
196 ESPEON     : Cola Férrea at level 1, Mordisco at level 1, Mazazo at level 1, Residuos at level 8, Pulpocañón at level 15, Tajo Aéreo at level 22, Salpicar at level 29, Destructor at level 36, Fisura at level 43, Hiperrayo at level 50, Beso Dulce at level 57, Encanto at level 64, Ladrón at level 71, Al Ataque at level 78
197 UMBREON    : Puño Sombra at level 1, Viento Hielo at level 1, Puño Meteoro at level 1, Ventisca at level 8, Dulce Aroma at level 15, Malicioso at level 22, Bostezo at level 29, Al Ataque at level 36, Capa Mágica at level 43, Testarazo at level 50, Megapuño at level 57, Onda Vacío at level 64, Tajo Umbrío at level 71, Somnífero at level 78
198 MURKROW    : Hoja Aguda at level 1, Estímulo at level 1, Relevo at level 5, Detección at level 11, Rizo Defensa at level 15, Ultrapuño at level 21, Polvo Veneno at level 25, Conversión2 at level 31, Hiperrayo at level 35, Hipnosis at level 41, Gigadrenado at level 45
199 SLOWKING   : Día de Pago at level 1, Hidrocañón at level 1, Señuelo at level 1, Patada Baja at level 1, Llamarada at level 1, Masa Cósmica at level 6, Doble Rayo at level 11, Cerca at level 15, Impresionar at level 20, Tinieblas at level 25, As Oculto at level 29, Cortefuria at level 34, Patada Salto at level 39, Púas at level 43, Carga at level 48, Espora at level 53, Dulce Aroma at level 57
200 MISDREAVUS : Chirrido at level 1, Lanzarrocas at level 1, Vozarrón at level 5, Psicoonda at level 10, Espacio Raro at level 14, Psicorrayo at level 19, Viento Hielo at level 23, Garra Metal at level 28, Repr. Metal at level 32, Restricción at level 37, Rayo Burbuja at level 41, Encanto at level 46, Sentencia at level 50
201 UNOWN      : Puño Fuego at level 1
202 WOBBUFFET  : Maldición at level 1, Fijar Blanco at level 1, Puñodinámico at level 1, Fuegosagrado at level 1
203 GIRAFARIG  : Ala de Acero at level 1, Cabezazo Zen at level 1, Picadura at level 1, Brazo Pincho at level 1, Tornado at level 1, Doble Filo at level 1, Paliza at level 5, Fortaleza at level 10, Reducción at level 14, Fijar Blanco at level 19, Mimético at level 23, Tiro Vital at level 28, Telépata at level 32, Ataque Furia at level 37, Explosión at level 41, Salmuera at level 46
204 PINECO     : Danza Dragón at level 1, Hidrobomba at level 1, Cola Férrea at level 6, Kinético at level 9, Agua Lodosa at level 12, Tinieblas at level 17, Malicioso at level 20, Recurrente at level 23, Pájaro Osado at level 28, Bomba Lodo at level 31, Impresionar at level 34, Golpe Karate at level 39, Cometa Draco at level 42, Metrónomo at level 45
