--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
040 WIGGLYTUFF : TRITURAR at level 1, NEBLINA at level 1, PANTALLA LUZ at level 1, HIP.COLMILLO at level 1
041 ZUBAT      : TIRO VITAL at level 1, DEMOLICIÓN at level 6, DANZA PLUMA at level 11, AMNESIA at level 16, AYUDA at level 21, GIGADRENADO at level 26, BUCLE ARENA at level 31, ONDA ÍGNEA at level 36, MEDITACIÓN at level 41, ENFADO at level 46
042 GOLBAT     : RUEDA FUEGO at level 1, GUILLOTINA at level 1, AULLIDO at level 1, ONDA ÍGNEA at level 1, RENCOR at level 6, TELÉPATA at level 11, REFLEJO at level 16, PAZ MENTAL at level 21, CONVERSIÓN at level 28, GAS VENENOSO at level 35, MAGNITUD at level 42, RESTRICCIÓN at level 49, PROTECCIÓN at level 56
043 ODDISH     : PODER PASADO at level 1, PUÑO SOMBRA at level 7, PANTALLAHUMO at level 14, ENCANTO at level 16, ALBOROTO at level 18, RUEDA FUEGO at level 23, DANZA ESPADA at level 32, MEGAPATADA at level 39
044 GLOOM      : RETROCESO at level 1, FUEGOSAGRADO at level 1, PICO TALADRO at level 1, SILBATO at level 7, RAYO BURBUJA at level 14, LUZ LUNAR at level 16, ATAQUE ÓSEO at level 18, RABIA at level 24, BLOQUEO at level 35, RIZO DEFENSA at level 44
045 VILEPLUME  : HIDROBOMBA at level 1, PERFORADOR at level 1, RAYO SOLAR at level 1, AGARRE at level 1, RAYO CONFUSO at level 44
046 PARAS      : PUÑODINÁMICO at level 1, SALPICADURA at level 7, INTERCAMBIO at level 13, AYUDA at level 19, BOSTEZO at level 25, ALIVIO at level 31, DESCANSO at level 37, EXPLOSIÓN at level 43, FINTA at level 49
047 PARASECT   : PUÑO HIELO at level 1, PATADA SALTO at level 1, ENFADO at level 1, CHAPOTEOLODO at level 7, CORTEFURIA at level 13, PRESENTE at level 19, FISURA at level 27, TORBELLINO at level 35, DESTRUCTOR at level 43, INTERCAMBIO at level 51, FURIA DRAGÓN at level 59
048 VENONAT    : HIPERRAYO at level 1, ROBO at level 1, PSÍQUICO at level 1, DESEO OCULTO at level 9, DANZA PLUMA at level 17, LUZ LUNAR at level 20, VEL. EXTREMA at level 25, DULCE AROMA at level 28, DISP. DEMORA at level 33, ATAQUE ÓSEO at level 36, BOLA SOMBRA at level 41
049 VENOMOTH   : FINTA at level 1, CONVERSIÓN2 at level 1, MARTILLAZO at level 1, DAÑO SECRETO at level 1, VENTISCA at level 1, MEDITACIÓN at level 9, RIZO DEFENSA at level 17, FUEGOSAGRADO at level 20, HIDROCHORRO at level 25, LUZ LUNAR at level 28, LÁTIGO CEPA at level 31, ONDA TRUENO at level 36, RAYO at level 42, RAYO AURORA at level 52
050 DIGLETT    : HOJA MÁGICA at level 1, TRIATAQUE at level 1, LLAMARADA at level 5, PERSECUCIÓN at level 9, ENCANTO at level 17, ARAÑAZO at level 25, RAYO SOLAR at level 33, DOBLE PATADA at level 41, PUÑO SOMBRA at level 49
051 DUGTRIO    : CICLÓN at level 1, GAS VENENOSO at level 1, ECO METÁLICO at level 1, TAJO CRUZADO at level 1, RECURRENTE at level 5, LADRÓN at level 9, TORM. ARENA at level 17, PERSECUCIÓN at level 25, DANZA PÉTALO at level 26, ATAQUE FURIA at level 38, DRAGOALIENTO at level 51, MORDISCO at level 64
052 MEOWTH     : CAMPANA CURA at level 1, ALBOROTO at level 1, PAZ MENTAL at level 11, HUESO PALO at level 20, VENTISCA at level 28, ATAQUE ARENA at level 35, AUTODESTRUC at level 41, MEGAAGOTAR at level 46, EXCAVAR at level 50
053 PERSIAN    : REFUGIO at level 1, RECICLAJE at level 1, PICO TALADRO at level 1, PALIZA at level 11, DANZA LLUVIA at level 20, ULTRAPUÑO at level 29, CAMPANA CURA at level 38, EXPLOSIÓN at level 46, VIENTO HIELO at level 53, DANZA PLUMA at level 59
054 PSYDUCK    : TELARAÑA at level 1, MORDISCO at level 1, BESO DULCE at level 5, HIPERRAYO at level 10, DERRIBO at level 16, DOBLE FILO at level 23, VOZARRÓN at level 31, MÁS PSIQUE at level 40, DEF. FÉRREA at level 50
055 GOLDUCK    : DIVIDE DOLOR at level 1, ATAQUE FURIA at level 1, MEGACUERNO at level 1, PUÑO MAREO at level 1, PARANORMAL at level 5, AYUDA at level 10, HUESOMERANG at level 16, RUGIDO at level 23, POLVO VENENO at level 31, REMOLINO at level 44, PUÑO COMETA at level 58
056 MANKEY     : GOLPE CABEZA at level 1, VEL. EXTREMA at level 1, DOBLE EQUIPO at level 9, AROMATERAPIA at level 15, AEROCHORRO at level 21, AGUA LODOSA at level 27, DESENROLLAR at level 33, EXCAVAR at level 39, BURBUJA at level 45, TINIEBLAS at level 51
057 PRIMEAPE   : DESCANSO at level 1, GARRA METAL at level 1, ENCANTO at level 1, BOMBA HUEVO at level 1, PAT. S. ALTA at level 9, TINIEBLAS at level 15, RÁFAGA at level 21, HOJA AFILADA at level 27, REFUERZO at level 28, MISMODESTINO at level 36, DOBLE EQUIPO at level 45, METEOROBOLA at level 54, RELEVO at level 63
058 GROWLITHE  : HIDROCHORRO at level 1, DAÑO SECRETO at level 1, CONVERSIÓN at level 7, BESO AMOROSO at level 13, COLMILLO VEN at level 19, DESQUITE at level 25, PLACAJE ELÉC at level 31, ATADURA at level 37, DANZA PÉTALO at level 43, SALPICADURA at level 49
059 ARCANINE   : MÁS PSIQUE at level 1, ÁCIDO at level 1, TRIPLEPATADA at level 1, PSICORRAYO at level 1, PANTALLA LUZ at level 49
060 POLIWAG    : VIENTO HIELO at level 1, ESPORA at level 7, VIENTO PLATA at level 13, LADRÓN at level 19, DERRIBO at level 25, PLANTA FEROZ at level 31, DAÑO SECRETO at level 37, DESEO OCULTO at level 43
061 POLIWHIRL  : VENGANZA at level 1, RAPIDEZ at level 1, VENTISCA at level 1, CHAPOTEOLODO at level 7, RELEVO at level 13, SUPERSÓNICO at level 19, DESEO at level 27, CONTADOR at level 35, FORTALEZA at level 43, PUÑO COMETA at level 51
062 POLIWRATH  : NEBLINA at level 1, AULLIDO at level 1, FURIA at level 1, RAYO AURORA at level 1, PICO TALADRO at level 35, DOBLE RAYO at level 51
063 ABRA       : MEGAPATADA at level 1
064 KADABRA    : HUESO PALO at level 1, IMPRESIONAR at level 1, MORDISCO at level 1, V. CORTANTE at level 16, DISP. DEMORA at level 18, MEGAPATADA at level 21, HIPNOSIS at level 23, REDUCCIÓN at level 25, DOBLE FILO at level 30, ESQUEMA at level 33, GIRO RÁPIDO at level 36, DOBLEBOFETÓN at level 43
065 ALAKAZAM   : REDUCCIÓN at level 1, ANTOJO at level 1, ATAQUE AÉREO at level 1, MAGNITUD at level 16, PERSECUCIÓN at level 18, LANZALLAMAS at level 21, RASTREO at level 23, FORTALEZA at level 25, REFUERZO at level 30, BURBUJA at level 33, COLA FÉRREA at level 36, PULPOCAÑÓN at level 43
066 MACHOP     : MANTO ESPEJO at level 1, PUÑO METEORO at level 1, ÁCIDO at level 7, DIVIDE DOLOR at level 13, AIRE AFILADO at level 19, HIDROCHORRO at level 22, V. CORTANTE at level 25, DESLUMBRAR at level 31, PATADA GIRO at level 37, REFUERZO at level 40, RENCOR at level 43, ESCUPIR at level 49
067 MACHOKE    : ÁCIDO at level 1, HIPERRAYO at level 1, ESTALLIDO at level 1, GOLPE at level 7, TAJO CRUZADO at level 13, MALDICIÓN at level 19, DOBLE RAYO at level 22, PUÑO CERTERO at level 25, PUÑO SOMBRA at level 33, DRENADORAS at level 41, REPETICIÓN at level 46, PARANORMAL at level 51, CUCHILLADA at level 59
068 MACHAMP    : RAYO CONFUSO at level 1, PATADA BAJA at level 1, RAYO at level 1, BLOQUEO at level 7, FUEGOSAGRADO at level 13, POLVO VENENO at level 19, CORPULENCIA at level 22, AMORTIGUADOR at level 25, SALPICADURA at level 33, GOLPE at level 41, LEGADO at level 46, ARAÑAZO at level 51, ANTOJO at level 59
069 BELLSPROUT : CONFUSIÓN at level 1, GOLPES FURIA at level 6, CONTADOR at level 11, CHAPOTEOLODO at level 15, CORNADA at level 17, FISURA at level 19, RESTRICCIÓN at level 23, CORPULENCIA at level 30, DÍA SOLEADO at level 37, LENGÜETAZO at level 45
070 WEEPINBELL : SUPERDIENTE at level 1, FURIA at level 1, TAJO CRUZADO at level 1, VIENTO HIELO at level 6, BUCLE ARENA at level 11, PUÑODINÁMICO at level 15, LANZALLAMAS at level 17, BESO DULCE at level 19, HOJA AGUDA at level 24, COSQUILLAS at level 33, PARANORMAL at level 42, PUÑO COMETA at level 54
071 VICTREEBEL : FRÍO POLAR at level 1, PEDRADA at level 1, BOLA HIELO at level 1, HIDROCAÑÓN at level 1
072 TENTACOOL  : PUÑO MAREO at level 1, AROMATERAPIA at level 6, CORTEFURIA at level 12, GOLPES FURIA at level 19, KINÉTICO at level 25, PESADILLA at level 30, ESPORA at level 36, LADRÓN at level 43, ESTALLIDO at level 49
073 TENTACRUEL : AMNESIA at level 1, FOCO ENERGÍA at level 1, CUCHILLADA at level 1, RETROCESO at level 6, PATADA ÍGNEA at level 12, TÓXICO at level 19, PATADA BAJA at level 25, SOMNÍFERO at level 30, AGARRE at level 38, POLVO VENENO at level 47, RECICLAJE at level 55
074 GEODUDE    : PARALIZADOR at level 1, DRAGOALIENTO at level 1, ARMAD. ÁCIDA at level 6, RENCOR at level 11, FISURA at level 16, CHUPAVIDAS at level 21, DISP. LODO at level 26, BURBUJA at level 31, LÁTIGO CEPA at level 36, MARTILLAZO at level 41, MEGAAGOTAR at level 46
075 GRAVELER   : EMPUJÓN at level 1, DÍA SOLEADO at level 1, HOJA MÁGICA at level 1, CABEZAZO at level 1, DANZA PÉTALO at level 6, SUSTITUTO at level 11, PICOTAZO at level 16, GOLPE at level 21, DOBLE PATADA at level 29, ENCANTO at level 37, MANTO ESPEJO at level 45, BUCLE ARENA at level 53, TENAZA at level 62
076 GOLEM      : PRESENTE at level 1, PICO TALADRO at level 1, ENCANTO at level 1, GOLPE CABEZA at level 1, PSICORRAYO at level 6, ATAQUE AÉREO at level 11, PSÍQUICO at level 16, COME SUEÑOS at level 21, MALDICIÓN at level 29, PUÑO SOMBRA at level 37, CANTO MORTAL at level 45, PATADA GIRO at level 53, PATADA ÍGNEA at level 62
077 PONYTA     : ATAQUE ALA at level 1, PRESENTE at level 5, RELEVO at level 9, PUÑO HIELO at level 14, RAYO BURBUJA at level 19, ATAQUE ÓSEO at level 25, DESARROLLO at level 31, ADAPTACIÓN at level 38, GRANIZO at level 45, DOBLE RAYO at level 53
078 RAPIDASH   : ENCANTO at level 1, RECURRENTE at level 1, DESARROLLO at level 1, AGARRE at level 1, TORM. ARENA at level 5, EXCAVAR at level 9, HUESOMERANG at level 14, MOV. ESPEJO at level 19, ALBOROTO at level 25, GARRA DRAGÓN at level 31, RELAJO at level 38, ULTRAPUÑO at level 40, CICLÓN at level 50, PSICOONDA at level 63
079 SLOWPOKE   : HIDROCAÑÓN at level 1, ELECTROCAÑÓN at level 1, FUERZA BRUTA at level 1, TRUCO at level 6, DESTRUCTOR at level 15, BARRERA at level 20, NIEVE POLVO at level 29, PUÑO FUEGO at level 34, DESEO OCULTO at level 43, TRAGAR at level 48
080 SLOWBRO    : ONDA ÍGNEA at level 1, PODER OCULTO at level 1, RECICLAJE at level 1, BRAZO PINCHO at level 1, GANCHO ALTO at level 6, RESPLANDOR at level 15, CARA SUSTO at level 20, CONTADOR at level 29, LÁTIGO CEPA at level 34, PORTAZO at level 37, VIENTO PLATA at level 46, BOLA SOMBRA at level 54
081 MAGNEMITE  : VENTISCA at level 1, FUERZA BRUTA at level 1, REMOLINO at level 6, PÚAS at level 11, MIMÉTICO at level 16, DESLUMBRAR at level 21, ENCANTO at level 26, DÍA SOLEADO at level 32, CHIRRIDO at level 38, HIPNOSIS at level 44, TORNADO at level 50
082 MAGNETON   : PUÑO COMETA at level 1, BRAZO PINCHO at level 1, CAMPANA CURA at level 1, SALPICAR at level 1, BOSTEZO at level 6, MOV. SÍSMICO at level 11, DETECCIÓN at level 16, FURIA at level 21, ANILLO ÍGNEO at level 26, PICOTAZO at level 35, PSÍQUICO at level 44, LENGÜETAZO at level 53, RUGIDO at level 62
083 FARFETCH’D : BOLA NEBLINA at level 1, RAYO BURBUJA at level 6, AVALANCHA at level 11, DANZA LLUVIA at level 16, VELO SAGRADO at level 21, DANZA ESPADA at level 26, RELAJO at level 31, PULPOCAÑÓN at level 36, CORPULENCIA at level 41, DETECCIÓN at level 46
084 DODUO      : FRÍO POLAR at level 1, PSICOATAQUE at level 1, BESO AMOROSO at level 9, RÁFAGA at level 13, PLACAJE ELÉC at level 21, COLMILLO VEN at level 25, DOBLEBOFETÓN at level 33, CABEZAZO at level 37, VELO SAGRADO at level 45
085 DODRIO     : GOLPE KARATE at level 1, RELAJO at level 1, MOV. SÍSMICO at level 1, PICO TALADRO at level 1, VIENTO PLATA at level 9, INVERSIÓN at level 13, GARRA METAL at level 21, PICOTAZO at level 25, PUÑO HIELO at level 38, AIRE AFILADO at level 47, HIDROCAÑÓN at level 60
086 SEEL       : RAYO HIELO at level 1, TRIPLEPATADA at level 9, TORNADO at level 17, SOL MATINAL at level 21, TORMENTO at level 29, MIMÉTICO at level 37, CORPULENCIA at level 41, PANTALLA LUZ at level 49
087 DEWGONG    : INVERSIÓN at level 1, GARRA METAL at level 1, CUCHILLADA at level 1, VENTISCA at level 1, ECO METÁLICO at level 9, ANILLO ÍGNEO at level 17, PLANTA FEROZ at level 21, DANZA ESPADA at level 29, TELÉPATA at level 34, ATAQUE FURIA at level 42, DULCE AROMA at level 51, REDUCCIÓN at level 64
088 GRIMER     : RÁFAGA at level 1, LANZARROCAS at level 1, SOL MATINAL at level 4, SALPICAR at level 8, PUÑO CERTERO at level 13, ATADURA at level 19, RONQUIDO at level 26, CONVERSIÓN2 at level 34, DOBLE FILO at level 43, METEOROBOLA at level 53
089 MUK        : HUESOMERANG at level 1, EMPUJÓN at level 1, COLA FÉRREA at level 1, DÍA DE PAGO at level 4, SEÑUELO at level 8, GOLPE CUERPO at level 13, REFLEJO at level 19, LADRÓN at level 26, PSICOONDA at level 34, DOBLE RAYO at level 47, RAYO BURBUJA at level 61
090 SHELLDER   : PUÑO CERTERO at level 1, DOBLE FILO at level 1, DOBLE EQUIPO at level 9, LLAMARADA at level 17, DOBLEBOFETÓN at level 25, TELARAÑA at level 33, FOCO ENERGÍA at level 41, SALPICADURA at level 49
091 CLOYSTER   : ATAQUE ARENA at level 1, ROBO at level 1, PLACAJE ELÉC at level 1, ENFADO at level 1, RAYO BURBUJA at level 33, PAZ MENTAL at level 41
092 GASTLY     : CHIRRIDO at level 1, ESCUPIR at level 1, GOLPE at level 8, HUESOMERANG at level 13, TRIPLEPATADA at level 16, GRUÑIDO at level 21, PISTOLA AGUA at level 28, SILBATO at level 33, BOLA SOMBRA at level 36
093 HAUNTER    : HIP.COLMILLO at level 1, DESARME at level 1, TERREMOTO at level 1, MEGAPATADA at level 8, TAJO CRUZADO at level 13, PUÑO SOMBRA at level 16, LÁTIGO at level 21, ANILLO ÍGNEO at level 25, NEBLINA at level 31, AT. RÁPIDO at level 39, HOJA AGUDA at level 48
094 GENGAR     : NIEBLA at level 1, BOLA NEBLINA at level 1, LLAMARADA at level 1, MEGAPATADA at level 8, BURBUJA at level 13, PATADA SALTO at level 16, LUZ LUNAR at level 21, INVERSIÓN at level 25, TAJO CRUZADO at level 31, MOV. SÍSMICO at level 39, VIENTO PLATA at level 48
095 ONIX       : PLACAJE ELÉC at level 1, HIPERRAYO at level 1, KINÉTICO at level 9, TÓXICO at level 13, TELÉPATA at level 21, EXCAVAR at level 25, AGARRE at level 33, VOZARRÓN at level 37, SUMISIÓN at level 45, CAPA MÁGICA at level 49, HIDROCAÑÓN at level 57
096 DROWZEE    : TRAGAR at level 1, PSICOATAQUE at level 1, FISURA at level 10, FOCO ENERGÍA at level 18, COME SUEÑOS at level 25, ONDA VOLTIO at level 31, NIEVE POLVO at level 36, BOMBA HUEVO at level 40, REFUERZO at level 43, ESTALLIDO at level 45
097 HYPNO      : TRIATAQUE at level 1, AVALANCHA at level 1, VEL. EXTREMA at level 1, RESIDUOS at level 1, LÁTIGO CEPA at level 10, MAL DE OJO at level 18, TELETRANSP at level 25, COME SUEÑOS at level 33, PICOTAZO at level 40, RAYO CONFUSO at level 49, ESCUPIR at level 55, CHIRRIDO at level 60
098 KRABBY     : GARRA DRAGÓN at level 1, ESQUEMA at level 5, PSICOATAQUE at level 12, SÍNTESIS at level 16, CAPA MÁGICA at level 23, RAYO CONFUSO at level 27, TORMENTO at level 34, CORTEFURIA at level 41, PROFECÍA at level 45
099 KINGLER    : CAPA MÁGICA at level 1, MEGAPUÑO at level 1, ENFADO at level 1, PICO TALADRO at level 5, SUSTITUTO at level 12, PEDRADA at level 16, DANZA PÉTALO at level 23, CONVERSIÓN at level 27, BURBUJA at level 38, MAGNITUD at level 49, GARRA METAL at level 57
100 VOLTORB    : DRENADORAS at level 1, LLAMARADA at level 1, CABEZAZO at level 8, HIDROBOMBA at level 15, BOLA NEBLINA at level 21, DANZA DRAGÓN at level 27, AZOTE at level 32, DESCANSO at level 37, BOMBA SÓNICA at level 42, DANZA CAOS at level 46, SOL MATINAL at level 49
101 ELECTRODE  : AT. RÁPIDO at level 1, GRUÑIDO at level 1, PIN MISIL at level 1, DAÑO SECRETO at level 1, CAMELO at level 8, LANZARROCAS at level 15, DOBLE PATADA at level 21, ULTRAPUÑO at level 27, ATAQUE ÓSEO at level 34, AROMATERAPIA at level 41, NIEBLA at level 48, PEDRADA at level 54, COLMILLO VEN at level 59
102 EXEGGCUTE  : FRÍO POLAR at level 1, TRUENO at level 1, DANZA PÉTALO at level 1, GRANIZO at level 7, DEF. FÉRREA at level 13, REFLEJO at level 19, PLACAJE ELÉC at level 25, DANZA DRAGÓN at level 31, CARGA at level 37, ESFUERZO at level 43
103 EXEGGUTOR  : BOMBA LODO at level 1, DANZA PÉTALO at level 1, FUERZA BRUTA at level 1, LUZ LUNAR at level 19, CAMUFLAJE at level 31
104 CUBONE     : DAÑO SECRETO at level 1, MALICIOSO at level 5, FURIA DRAGÓN at level 9, FORTALEZA at level 13, RESPLANDOR at level 17, MOFA at level 21, ATAQUE AÉREO at level 25, LEGADO at level 29, DESENROLLAR at level 33, DOBLE EQUIPO at level 37, TRUENO at level 41, EMPUJÓN at level 45
105 MAROWAK    : FALSOTORTAZO at level 1, BARRERA at level 1, NEBLINA at level 1, DANZA PÉTALO at level 1, NIEBLA at level 5, INVERSIÓN at level 9, TELARAÑA at level 13, CAPA MÁGICA at level 17, ANULACIÓN at level 21, MANTO ESPEJO at level 25, VENGANZA at level 32, HIPNOSIS at level 39, RECICLAJE at level 46, PSÍQUICO at level 53, REPETICIÓN at level 61
106 HITMONLEE  : MEGAPATADA at level 1, BOMBA LODO at level 1, BESO AMOROSO at level 6, ONDA ÍGNEA at level 11, TAJO CRUZADO at level 16, GOLPE AÉREO at level 20, DAÑO SECRETO at level 21, RECUPERACIÓN at level 26, INTERCAMBIO at level 31, BOLA HIELO at level 36, HOJA MÁGICA at level 41, TORMENTO at level 46, AGARRE at level 51
107 HITMONCHAN : COSQUILLAS at level 1, PISOTÓN at level 1, RONQUIDO at level 7, HOJA AFILADA at level 13, PATADA GIRO at level 20, BOMBA LODO at level 26, ATAQUE ALA at level 26, ONDA ÍGNEA at level 26, MISMODESTINO at level 32, BUCLE ARENA at level 38, PICO TALADRO at level 44, BESO DULCE at level 50
108 LICKITUNG  : DANZA PÉTALO at level 1, AYUDA at level 7, ATRACCIÓN at level 12, PRESA at level 18, MALICIOSO at level 23, MARTILLAZO at level 29, CICLÓN at level 34, IMPRESIONAR at level 40, CONTONEO at level 45, CAMELO at level 51
109 KOFFING    : DÍA DE PAGO at level 1, ANILLO ÍGNEO at level 1, PATADA ÍGNEA at level 9, EXCAVAR at level 17, PUÑO CERTERO at level 21, PRESENTE at level 25, CANTO MORTAL at level 33, RECURRENTE at level 41, TENAZA at level 45, COSQUILLAS at level 49
110 WEEZING    : DANZA PÉTALO at level 1, CAMPANA CURA at level 1, PLACAJE at level 1, ATAQUE ALA at level 1, FUEGOSAGRADO at level 9, AGILIDAD at level 17, BURBUJA at level 21, PUÑODINÁMICO at level 25, GANCHO ALTO at level 33, RAYO HIELO at level 44, PICO TALADRO at level 51, GOLPES FURIA at level 58
111 RHYHORN    : BESO AMOROSO at level 1, PODER PASADO at level 1, DRENADORAS at level 10, AMNESIA at level 15, LLAMARADA at level 24, PÚAS at level 29, REMOLINO at level 38, RUEDA FUEGO at level 43, GAS VENENOSO at level 52, PUÑO COMETA at level 57
112 RHYDON     : INTERCAMBIO at level 1, FINTA at level 1, ARAÑAZO at level 1, PUÑODINÁMICO at level 1, FUEGOSAGRADO at level 10, EXPLOSIÓN at level 15, RELEVO at level 24, VIENTO PLATA at level 29, HIDROCHORRO at level 38, SUSTITUTO at level 46, CARÁMBANO at level 58, CLAVO CAÑÓN at level 66
113 CHANSEY    : SORPRESA at level 1, SALPICAR at level 1, VIENTO HIELO at level 5, ONDA VOLTIO at level 9, TRAGAR at level 13, VOZARRÓN at level 17, FISURA at level 23, RASTREO at level 29, INTERCAMBIO at level 35, CARÁMBANO at level 41, DANZA LLUVIA at level 49, HIPERRAYO at level 57
114 TANGELA    : ALBOROTO at level 1, DOBLE RAYO at level 1, CARA SUSTO at level 4, VENGANZA at level 10, PRESA at level 13, AFILAR at level 19, BOLA HIELO at level 22, SUSTITUTO at level 28, PIN MISIL at level 31, SONÁMBULO at level 37, ROBO at level 40, VENTISCA at level 46
115 KANGASKHAN : INVERSIÓN at level 1, ESCUPIR at level 1, PERFORADOR at level 7, POLVO VENENO at level 13, ECO METÁLICO at level 19, GOLPE CUERPO at level 25, CORNADA at level 31, PARANORMAL at level 37, ROBO at level 43, TENAZA at level 49
116 HORSEA     : PUÑO HIELO at level 1, CONTONEO at level 8, FISURA at level 15, TIRO VITAL at level 22, CHISPA at level 29, DANZA PLUMA at level 36, CAMELO at level 43, PAT. S. ALTA at level 50
117 SEADRA     : IMPACTRUENO at level 1, MEGAAGOTAR at level 1, GIRO RÁPIDO at level 1, COLA VENENO at level 1, MANTO ESPEJO at level 8, PANTALLAHUMO at level 15, TORMENTO at level 22, ESTÍMULO at level 29, PSICORRAYO at level 40, PROFECÍA at level 51, PAZ MENTAL at level 62
118 GOLDEEN    : DANZA LLUVIA at level 1, GARRA BRUTAL at level 1, PICO TALADRO at level 1, BLOQUEO at level 10, DOBLE FILO at level 15, DÍA SOLEADO at level 24, PISTOLA AGUA at level 29, RABIA at level 38, PATADA BAJA at level 43, ATRACCIÓN at level 52
119 SEAKING    : NEBLINA at level 1, GOLPE KARATE at level 1, LLAMARADA at level 1, DAÑO SECRETO at level 1, KINÉTICO at level 10, CICLÓN at level 15, DÍA DE PAGO at level 24, DÍA SOLEADO at level 29, PUÑO CERTERO at level 41, DESLUMBRAR at level 49, GIGADRENADO at level 61
120 STARYU     : RUGIDO at level 1, RAYO at level 1, TERREMOTO at level 6, LADRÓN at level 10, PUÑO METEORO at level 15, BESO DULCE at level 19, GOLPE CUERPO at level 24, POLUCIÓN at level 28, PATADA SALTO at level 33, V. CORTANTE at level 37, DOBLEATAQUE at level 42, ARMAD. ÁCIDA at level 46
121 STARMIE    : CONTADOR at level 1, GOLPE AÉREO at level 1, SOL MATINAL at level 1, GOLPE CUERPO at level 1, METEOROBOLA at level 33
122 MR. MIME   : RAYO HIELO at level 1, HUESO PALO at level 5, PIN MISIL at level 9, PSICOATAQUE at level 13, PAT. S. ALTA at level 17, PODER OCULTO at level 21, MEGAPUÑO at level 21, RETROCESO at level 25, PÚAS at level 29, BESO DULCE at level 33, SALPICADURA at level 37, MOV. SÍSMICO at level 41, PICO TALADRO at level 45, PARALIZADOR at level 49, PESADILLA at level 53
123 SCYTHER    : FORTALEZA at level 1, HIP.COLMILLO at level 1, CONVERSIÓN2 at level 6, SÍNTESIS at level 11, BESO DULCE at level 16, PATADA GIRO at level 21, RIZO DEFENSA at level 26, COSQUILLAS at level 31, FURIA DRAGÓN at level 36, SORPRESA at level 41, GOLPE CABEZA at level 46
124 JYNX       : DESCANSO at level 1, TAMBOR at level 1, LLAMARADA at level 1, AEROCHORRO at level 1, TRIPLEPATADA at level 9, MOFA at level 13, AYUDA at level 21, KINÉTICO at level 25, MORDISCO at level 35, COME SUEÑOS at level 41, CLAVO CAÑÓN at level 51, LLANTO FALSO at level 57, ATAQUE ARENA at level 67
125 ELECTABUZZ : PATADA ÍGNEA at level 1, RENCOR at level 1, VIENTO PLATA at level 1, ADAPTACIÓN at level 9, PROTECCIÓN at level 17, TELÉPATA at level 25, CHISPA at level 36, SORPRESA at level 47, BOMBA LODO at level 58
126 MAGMAR     : MEGAAGOTAR at level 1, ATAQUE ARENA at level 1, SUPERSÓNICO at level 1, GARRA METAL at level 1, PANTALLAHUMO at level 7, FOCO ENERGÍA at level 13, ÁCIDO at level 19, RECUPERACIÓN at level 25, ESPORAGODÓN at level 33, HIDROPULSO at level 41, AGARRE at level 49, GANCHO ALTO at level 57
127 PINSIR     : DANZA PLUMA at level 1, IMAGEN at level 1, FUEGOSAGRADO at level 7, ARMAD. ÁCIDA at level 13, VELO SAGRADO at level 19, GOLPES FURIA at level 25, FINTA at level 31, PLACAJE at level 37, GOLPE at level 43, OTRA VEZ at level 49
128 TAUROS     : HIP.COLMILLO at level 1, AUTODESTRUC at level 4, RUGIDO at level 8, AMORTIGUADOR at level 13, FISURA at level 19, MISMODESTINO at level 26, BOTE at level 34, DRENADORAS at level 43, CHAPOTEOLODO at level 53
129 MAGIKARP   : DOBLE FILO at level 1, BESO AMOROSO at level 15, RELAJO at level 30
130 GYARADOS   : PLANTA FEROZ at level 1, FIJAR BLANCO at level 20, PUÑO HIELO at level 25, SILBATO at level 30, REPETICIÓN at level 35, HUESO PALO at level 40, RECURRENTE at level 45, PERFORADOR at level 50, REMOLINO at level 55
131 LAPRAS     : AMNESIA at level 1, RELAJO at level 1, PSICORRAYO at level 1, CONTADOR at level 7, GIRO FUEGO at level 13, AVALANCHA at level 19, TRAGAR at level 25, LUZ LUNAR at level 31, GIGADRENADO at level 37, PLANTA FEROZ at level 43, DERRIBO at level 49, DANZA DRAGÓN at level 55
132 DITTO      : PUÑODINÁMICO at level 1
133 EEVEE      : ROBO at level 1, ANTOJO at level 1, HIDROCAÑÓN at level 1, FURIA DRAGÓN at level 8, PISOTÓN at level 16, HOJA AGUDA at level 23, AULLIDO at level 30, AROMATERAPIA at level 36, GARRA DRAGÓN at level 42
134 VAPOREON   : PUÑO FUEGO at level 1, IMITACIÓN at level 1, DANZA PÉTALO at level 1, TRITURAR at level 8, CORNADA at level 16, MEDITACIÓN at level 23, TUMBA ROCAS at level 30, BOTE at level 36, RECURRENTE at level 42, PROFECÍA at level 47, PATADA SALTO at level 52
135 JOLTEON    : GOLPE KARATE at level 1, BOSTEZO at level 1, COLA FÉRREA at level 1, RAYO BURBUJA at level 8, ATRACCIÓN at level 16, ONDA VOLTIO at level 23, BUCLE ARENA at level 30, SEÑUELO at level 36, PÚAS at level 42, TUMBA ROCAS at level 47, TÓXICO at level 52
136 FLAREON    : DANZA ESPADA at level 1, PESADILLA at level 1, PLACAJE ELÉC at level 1, FUERZA BRUTA at level 8, MARTILLAZO at level 16, REFUERZO at level 23, VIENTO HIELO at level 30, SUSTITUTO at level 36, PLANTA FEROZ at level 42, SORPRESA at level 47, RASTREO at level 52
